scope,position,item,count,frequency_within_position
locus_token,initial,B1A3G1,116,0.03051025775907417
locus_token,initial,A2,47,0.012361914781693845
locus_token,initial,C2A3G1,42,0.011046817464492372
locus_token,initial,B1A3F1,34,0.008942661756970016
locus_token,initial,C2A1B2,27,0.0071015255128879535
locus_token,initial,A1C1,25,0.006575486586007364
locus_token,initial,C2A3F1,25,0.006575486586007364
locus_token,initial,B1A3C1,24,0.00631246712256707
locus_token,initial,C2A1C1,24,0.00631246712256707
locus_token,initial,D1A1Q1A3G1,24,0.00631246712256707
locus_token,initial,A1B2,22,0.005786428195686481
locus_token,initial,B1A3F3,22,0.005786428195686481
locus_token,initial,C2A3C1,22,0.005786428195686481
locus_token,initial,B1L1J1B1A2,21,0.005523408732246186
locus_token,initial,D1A1Q1K2B1A2,21,0.005523408732246186
locus_token,initial,L1A1,21,0.005523408732246186
locus_token,initial,Q2K1J1B1A2,21,0.005523408732246186
locus_token,initial,D1A1Q1K2A2,19,0.004997369805365597
locus_token,initial,Q2A1B2,19,0.004997369805365597
locus_token,initial,D1A1Q1A3F1,18,0.004734350341925302
locus_token,initial,A1,16,0.004208311415044713
locus_token,initial,A1Q1K2A2,16,0.004208311415044713
locus_token,initial,D1A1B2,14,0.003682272488164124
locus_token,initial,D1A1Q1J1B1A2,14,0.003682272488164124
locus_token,initial,L1A1C1,14,0.003682272488164124
locus_token,initial,A1Q1A3G1,13,0.0034192530247238295
locus_token,initial,B1A1C1,13,0.0034192530247238295
locus_token,initial,D1A1Q2K1A2,13,0.0034192530247238295
locus_token,initial,A1Q2K2A2,12,0.003156233561283535
locus_token,initial,A2K1K2A2,12,0.003156233561283535
locus_token,initial,B1K1A1C1,12,0.003156233561283535
locus_token,initial,B1K1J1B1A2,12,0.003156233561283535
locus_token,initial,C2A3F3,12,0.003156233561283535
locus_token,initial,K1A1B2,12,0.003156233561283535
locus_token,initial,A2K1A1C1,11,0.0028932140978432403
locus_token,initial,B1A1B2,11,0.0028932140978432403
locus_token,initial,C2,11,0.0028932140978432403
locus_token,initial,C2A1G1,11,0.0028932140978432403
locus_token,initial,D1A1Q1A1B2,11,0.0028932140978432403
locus_token,initial,D1A1Q1K1A2,11,0.0028932140978432403
locus_token,initial,L1A1B2,11,0.0028932140978432403
locus_token,initial,P1A1B2,11,0.0028932140978432403
locus_token,initial,Q2A3C1,11,0.0028932140978432403
locus_token,initial,A1Q1A3F1,10,0.0026301946344029457
locus_token,initial,A1Q2A1B2,10,0.0026301946344029457
locus_token,initial,A1Q2J1B1A2,10,0.0026301946344029457
locus_token,initial,A2Q1K2A2,10,0.0026301946344029457
locus_token,initial,B1K1J1A2,10,0.0026301946344029457
locus_token,initial,D1A1,10,0.0026301946344029457
locus_token,initial,D1A1Q1A3B2,10,0.0026301946344029457
locus_token,initial,Q2A3G1,10,0.0026301946344029457
locus_token,initial,Q2K1A1C1,10,0.0026301946344029457
locus_token,initial,A1Q1A1B2,9,0.002367175170962651
locus_token,initial,A1Q1A2,9,0.002367175170962651
locus_token,initial,A1Q1A3B2,9,0.002367175170962651
locus_token,initial,A2Q2K2B1A2,9,0.002367175170962651
locus_token,initial,D1A1Q2A1C1,9,0.002367175170962651
locus_token,initial,D1A1Q2K2B1A2,9,0.002367175170962651
locus_token,initial,P1K1J1B1A2,9,0.002367175170962651
locus_token,initial,A1Q2K1A1B2,8,0.0021041557075223566
locus_token,initial,A1Q2K1B1A2,8,0.0021041557075223566
locus_token,initial,A2K1J1A2,8,0.0021041557075223566
locus_token,initial,D1A1Q2A1B2,8,0.0021041557075223566
locus_token,initial,K1A1C1,8,0.0021041557075223566
locus_token,initial,P1K1J1B1A3C1,8,0.0021041557075223566
locus_token,initial,A1K2C2,7,0.001841136244082062
locus_token,initial,A1Q1A3C1,7,0.001841136244082062
locus_token,initial,A2K1J1A1B2,7,0.001841136244082062
locus_token,initial,A2L1J1A2,7,0.001841136244082062
locus_token,initial,A2Q1A3G1,7,0.001841136244082062
locus_token,initial,B1K1K2A2,7,0.001841136244082062
locus_token,initial,B1L1A1C1,7,0.001841136244082062
locus_token,initial,C2A3B2,7,0.001841136244082062
locus_token,initial,P1K1A1C1,7,0.001841136244082062
locus_token,initial,A1B1A3G1,6,0.0015781167806417674
locus_token,initial,A1B2A3G1,6,0.0015781167806417674
locus_token,initial,A1Q1A1C1,6,0.0015781167806417674
locus_token,initial,A1Q2A1C1,6,0.0015781167806417674
locus_token,initial,A1Q2K2B1A2,6,0.0015781167806417674
locus_token,initial,A2K1A1B2,6,0.0015781167806417674
locus_token,initial,A2K1J1A1,6,0.0015781167806417674
locus_token,initial,A2K1K2A1,6,0.0015781167806417674
locus_token,initial,A2Q1A3C1,6,0.0015781167806417674
locus_token,initial,B1K1J1A1B2,6,0.0015781167806417674
locus_token,initial,B1L1J1A1B2,6,0.0015781167806417674
locus_token,initial,B1L1J1A2,6,0.0015781167806417674
locus_token,initial,B2A1B2,6,0.0015781167806417674
locus_token,initial,B2A1C1,6,0.0015781167806417674
locus_token,initial,B2K1J1B1A2,6,0.0015781167806417674
locus_token,initial,D1A1Q2K1A1C1,6,0.0015781167806417674
locus_token,initial,P1K1J1A1B2,6,0.0015781167806417674
locus_token,initial,Q2A1C1,6,0.0015781167806417674
locus_token,initial,Q2L1J1B1A2,6,0.0015781167806417674
locus_token,initial,A1A3F1,5,0.0013150973172014729
locus_token,initial,A1B2Q1K2A2,5,0.0013150973172014729
locus_token,initial,A1Q1A3B2A2,5,0.0013150973172014729
locus_token,initial,A1Q1K1A2,5,0.0013150973172014729
locus_token,initial,A1Q1K1J1A2,5,0.0013150973172014729
locus_token,initial,A1Q1K2B1A2,5,0.0013150973172014729
locus_token,initial,A1Q2A3B2A2,5,0.0013150973172014729
locus_token,initial,A1Q2A3G1,5,0.0013150973172014729
locus_token,initial,A1Q2J1A1B2,5,0.0013150973172014729
locus_token,initial,A2A3G1,5,0.0013150973172014729
